company,name,kms_driven,fuel_type,selling_price,year
Maruti,Celerio,18000,Petrol,460000,2023
Maruti,Alto,35000,Petrol,220000,2016
Hyundai,Creta,48000,Diesel,990000,2022
Mahindra,Scorpio,50000,Diesel,950000,2021
Mahindra,Bolero,120000,Diesel,460000,2017
Maruti,Eeco,20000,CNG,220000,2017
Mahindra,Thar,50000,Diesel,900000,2023
Volkswagen,Vento,53837,Petrol,575000,2020
Toyota,Fortuner,48000,Diesel,1930000,2020
Maruti,Swift,32000,Petrol,475000,2018
Renault,Triber,1784,Petrol,660000,2025
BMW,3,98955,Diesel,575000,2016
Toyota,Innova,52000,Diesel,625000,2018
Hyundai,Creta,39000,Petrol,1250000,2023
Mahindra,KUV,78000,Diesel,425000,2021
Datsun,GO,58000,Petrol,460000,2021
Audi,A4,34500,Diesel,3000000,2023
Volkswagen,Polo,60000,Petrol,200000,2015
Maruti,Alto,76000,Petrol,211000,2018
Maruti,Ertiga,51000,Diesel,600000,2020
BMW,3,23746,Diesel,1600000,2019
Maruti,Alto,55780,Petrol,220000,2016
Mahindra,Scorpio,100000,Diesel,880000,2022
Hyundai,i10,73000,Petrol,240000,2017
Mahindra,Scorpio,20000,Diesel,800000,2022
Tata,Tiago,42000,Diesel,435000,2022
Maruti,Alto,52235,Petrol,110000,2012
Renault,Duster,56000,Diesel,450000,2019
Maruti,Alto,37000,Petrol,250000,2017
Maruti,Swift Dzire,70000,Diesel,385000,2018
Maruti,Swift Dzire,138000,Diesel,400000,2018
Maruti,Eeco,22000,CNG,480000,2023
Honda,Amaze,41604,Petrol,400000,2020
Maruti,Ciaz,70000,Diesel,650000,2022
Jaguar,XF,30150,Diesel,2011000,2018
Ford,Ecosport,39884,Diesel,880000,2022
Datsun,RediGO,40000,Petrol,295000,2022
Mahindra,Thar,27000,Diesel,800000,2020
Hyundai,i10,67000,Petrol,150000,2014
Honda,Amaze,25000,Petrol,550000,2023
Toyota,Fortuner,50000,Diesel,2000000,2019
Honda,Amaze,75000,Diesel,325000,2018
Mahindra,Scorpio,80000,Diesel,555000,2019
Ford,Ecosport,58000,Diesel,570000,2020
Renault,KWID,22000,Petrol,306000,2023
Maruti,Celerio,62000,Petrol,415000,2021
Toyota,Fortuner,28000,Diesel,3200000,2023
Maruti,Swift,41000,Petrol,300000,2017
Maruti,Ertiga,65000,Diesel,430000,2017
Maruti,Alto,10000,Petrol,315000,2021
Honda,City,55000,Diesel,549000,2019
Maruti,Swift Dzire,47000,Petrol,475000,2021
Honda,City,144000,Diesel,410000,2019
Maruti,Ciaz,20500,Petrol,795000,2021
Hyundai,i20,30000,Diesel,820000,2021
Mahindra,Scorpio,32208,Diesel,625000,2017
Datsun,GO,68000,Petrol,370000,2023
Maruti,Swift,90000,Diesel,350000,2019
Lexus,ES,34000,Petrol,4100000,2022
Maruti,Swift,14499,Petrol,535000,2024
Hyundai,Venue,34000,Petrol,1050000,2024
Tata,Tiago,17500,Diesel,400000,2021
Maruti,Eeco,39900,CNG,275000,2020
Maruti,Alto,120000,Petrol,95000,2010
Jeep,Wrangler,40000,Petrol,4875000,2022
Maruti,Swift Dzire,90000,Diesel,400000,2018
Maruti,Alto,40000,Petrol,121000,2010
Maruti,Swift Dzire,40000,Petrol,550000,2019
Hyundai,Grand,10000,Petrol,510000,2023
Maruti,Baleno,10000,Petrol,800000,2023
Maruti,Swift,30000,Petrol,592000,2024
Honda,Amaze,4717,Petrol,785000,2024
Maruti,Ciaz,30000,Petrol,625000,2021
Ford,Ecosport,150000,Diesel,470000,2019
Maruti,Swift,90000,Diesel,620000,2022
Honda,City,100000,Diesel,570000,2019
Toyota,Innova,46000,Diesel,1811000,2024
Toyota,Camry,32000,Petrol,2300000,2021
Hyundai,Creta,71000,Diesel,1100000,2023
Ford,Ecosport,61000,Petrol,525000,2020
Honda,Jazz,58000,Petrol,320000,2017
Honda,Jazz,23000,Diesel,525000,2021
Maruti,Alto,20000,Petrol,275000,2020
Hyundai,Elantra,56000,Diesel,590000,2018
Maruti,Baleno,33000,Diesel,510000,2021
Mahindra,XUV500,100000,Diesel,585000,2017
Hyundai,Santro,174926,Petrol,150000,2016
Maruti,Swift Dzire,60000,Diesel,400000,2019
Honda,City,70333,Petrol,700000,2021
Hyundai,i20,90000,Petrol,500000,2022
Toyota,Innova,25000,Diesel,1050000,2017
Maruti,Swift Dzire,120000,Diesel,568000,2021
Toyota,Yaris,5000,Petrol,1000000,2024
Mahindra,Scorpio,39000,Diesel,1275000,2023
Hyundai,i20,25000,Petrol,475000,2020
Skoda,Superb,92000,Petrol,350000,2016
Volkswagen,Polo,51000,Diesel,395000,2019
BMW,3,54000,Diesel,825000,2017
Tata,Tiago,35000,Diesel,450000,2022
Maruti,Celerio,24000,Petrol,495000,2023
Renault,Duster,70000,Diesel,500000,2018
Mahindra,Scorpio,140000,Diesel,900000,2020
Toyota,Innova,387000,Diesel,700000,2018
Maruti,Vitara,36000,Diesel,710000,2022
Tata,Tiago,110000,Petrol,400000,2023
Tata,Tiago,1000,Petrol,470000,2022
Maruti,Vitara,24525,Diesel,795000,2023
Honda,City,32440,Petrol,785000,2022
Hyundai,i10,70000,Petrol,250000,2016
Datsun,RediGO,30000,Petrol,270000,2023
Volkswagen,Vento,23268,Diesel,914000,2023
Maruti,Wagon R,67000,CNG,260000,2018
Renault,Duster,150000,Diesel,550000,2020
Toyota,Innova,25000,Diesel,2225000,2024
Maruti,Swift,50000,Petrol,540000,2023
Mahindra,Thar,40000,Diesel,620000,2021
Audi,A4,56000,Diesel,1550000,2019
Honda,City,60000,Petrol,350000,2016
Maruti,Alto,10000,Petrol,300000,2021
Honda,City,110000,Diesel,550000,2019
Mahindra,Scorpio,30000,Diesel,1270000,2024
Maruti,Ertiga,20000,Petrol,740000,2024
Mercedes-Benz,GL-Class,89000,Diesel,3450000,2019
Tata,Tiago,15000,Petrol,450000,2023
Hyundai,Verna,15000,Petrol,750000,2022
Maruti,Swift,90000,Diesel,520000,2020
Maruti,Swift,73695,Petrol,345000,2018
Hyundai,i10,100000,Petrol,215000,2014
Hyundai,Verna,10000,Petrol,370000,2015
Maruti,Alto,14971,Petrol,230000,2019
Honda,City,16000,Petrol,1075000,2024
Mahindra,Bolero,50000,Diesel,550000,2020
Ford,Figo,64000,Diesel,550000,2023
Tata,Tigor,25000,Diesel,600000,2022
Maruti,Ciaz,37006,Diesel,525000,2020
Maruti,Wagon R,50000,Petrol,350000,2019
Maruti,Swift Dzire,94000,Diesel,255000,2014
Mahindra,Scorpio,93469,Diesel,890000,2020
Mahindra,XUV500,20000,Diesel,1500000,2023
Mercedes-Benz,E-Class,20000,Diesel,3000000,2021
Mahindra,Bolero,35000,Diesel,500000,2018
Maruti,Wagon R,38546,Petrol,330000,2020
Skoda,Rapid,18000,Petrol,850000,2022
Ford,Figo,34500,Petrol,335000,2020
Maruti,Swift Dzire,43000,Petrol,610000,2023
Maruti,Baleno,20000,Petrol,834000,2023
Ford,Figo,100000,Diesel,170000,2016
Maruti,Vitara,40000,Diesel,900000,2023
Honda,City,120000,Diesel,450000,2019
Maruti,Ertiga,25000,Petrol,900000,2024
Volkswagen,Vento,98000,Petrol,360000,2016
Honda,Jazz,66000,Petrol,530000,2021
BMW,X1,30000,Diesel,2700000,2022
Mahindra,Bolero,60000,Diesel,551000,2020
Mercedes-Benz,C-Class,41315,Petrol,1050000,2017
Hyundai,Creta,60000,Diesel,1000000,2023
Maruti,Alto,80000,Petrol,80000,2009
Maruti,Eeco,60000,CNG,250000,2020
Maruti,Wagon R,35000,Petrol,390000,2021
Audi,Q7,120000,Diesel,2400000,2019
Hyundai,Verna,80000,Petrol,130000,2013
Maruti,Swift Dzire,100000,Diesel,450000,2022
Mercedes-Benz,C-Class,35400,Diesel,1385000,2018
BMW,7,18000,Diesel,6900000,2022
Maruti,Swift,37000,Petrol,495000,2021
Honda,WR-V,10000,Petrol,800000,2022
Renault,KWID,40000,Petrol,260000,2022
Maruti,Alto,120000,Petrol,65000,2008
Hyundai,Grand,60000,Petrol,460000,2021
Hyundai,i20,100000,Diesel,450000,2019
Maruti,Wagon R,55000,Petrol,105000,2012
Honda,CR-V,34000,Petrol,1775000,2022
Ford,Ecosport,67000,Diesel,525000,2021
Renault,KWID,10000,Petrol,341000,2022
Hyundai,Creta,20699,Petrol,775000,2021
Toyota,Fortuner,75000,Diesel,1099000,2016
Honda,Amaze,89000,Diesel,320000,2019
Skoda,Rapid,59000,Petrol,599000,2022
Mahindra,Scorpio,120000,Diesel,750000,2019
Maruti,Swift,68791,Diesel,510000,2022
Maruti,Alto,10300,Petrol,300000,2024
Maruti,Ertiga,25000,Diesel,1100000,2024
Maruti,Swift Dzire,36000,Petrol,435000,2019
Honda,Jazz,60000,Petrol,320000,2016
Maruti,Alto,25000,Petrol,350000,2021
Mercedes-Benz,E-Class,48000,Diesel,3750000,2022
Honda,CR-V,90000,Petrol,1490000,2022
Maruti,Swift Dzire,70000,Diesel,550000,2018
Hyundai,Verna,90000,Diesel,525000,2020
Hyundai,Verna,96000,Diesel,415000,2017
Maruti,Alto,90000,Petrol,200000,2020
Maruti,Ertiga,41000,Petrol,695000,2022
Hyundai,i10,30000,Petrol,160000,2013
Hyundai,i10,29000,Petrol,235000,2016
Maruti,Wagon R,59000,Petrol,300000,2017
Hyundai,i20,12000,Petrol,600000,2023
Maruti,Wagon R,45874,CNG,357000,2023
Honda,Amaze,100000,Diesel,320000,2021
Ford,Figo,10000,Diesel,250000,2016
Maruti,Ciaz,40000,Petrol,770000,2022
Mahindra,XUV300,25000,Petrol,1140000,2024
Maruti,Swift,150000,Diesel,200000,2016
Ford,Ecosport,40000,Petrol,700000,2022
Maruti,Swift Dzire,65000,Diesel,480000,2018
Hyundai,i20,45000,Petrol,600000,2022
Maruti,Swift,80000,Diesel,410000,2019
Honda,City,60000,Diesel,750000,2021
Maruti,Baleno,38819,Petrol,510000,2020
Honda,WR-V,5700,Petrol,875000,2024
Maruti,Baleno,24000,Petrol,565000,2022
Maruti,Wagon R,50000,Petrol,295000,2019
Tata,Tiago,35000,Petrol,380000,2022
Mahindra,Scorpio,70000,Diesel,650000,2019
BMW,7,78251,Diesel,1600000,2016
Hyundai,Verna,59867,Diesel,450000,2018
Maruti,S-Presso,8400,Petrol,420000,2024
Maruti,Celerio,9000,Petrol,360000,2019
Maruti,Celerio,17000,Petrol,425000,2020
Tata,Safari,94000,Diesel,250000,2017
Volkswagen,Polo,35000,Diesel,290000,2017
Honda,Amaze,25000,Petrol,640000,2024
Maruti,Wagon R,90000,Petrol,80000,2010
Mahindra,XUV500,90000,Diesel,700000,2018
Maruti,Swift Dzire,40000,Diesel,550000,2021
Maruti,Swift Dzire,78916,Diesel,300000,2019
Hyundai,Verna,19000,Petrol,900000,2022
Maruti,Swift,75900,Petrol,240000,2013
Hyundai,i20,33230,Petrol,655000,2022
Ford,Figo,58000,Petrol,290000,2020
Maruti,Alto,90000,Petrol,80000,2008
Hyundai,Grand,17000,Petrol,425000,2022
Maruti,Swift Dzire,114605,Petrol,380000,2019
Kia,Seltos,19000,Diesel,1250000,2024
Maruti,Vitara,35000,Diesel,884000,2022
Mahindra,Bolero,50000,Diesel,800000,2023
Honda,City,74000,Petrol,580000,2018
Maruti,Wagon R,6000,Petrol,500000,2024
BMW,5,7000,Diesel,4750000,2023
Hyundai,Grand,40000,Petrol,540000,2019
Datsun,GO,70000,Petrol,300000,2020
Maruti,Swift Dzire,10000,Petrol,640000,2024
Maruti,Vitara,34000,Diesel,875000,2023
Maruti,Vitara,39000,Diesel,750000,2022
Tata,Tiago,10000,Petrol,535000,2025
Honda,City,66000,Petrol,262000,2014
Maruti,Ciaz,38000,Diesel,591000,2021
Hyundai,i20,110000,Diesel,350000,2018
Maruti,Ertiga,25000,Petrol,720000,2023
Hyundai,Creta,40000,Diesel,1050000,2023
Audi,A4,61000,Diesel,1000000,2016
Tata,Tiago,63000,Diesel,380000,2023
Maruti,Vitara,7980,Diesel,850000,2024
Maruti,Alto,30000,Petrol,225000,2021
Mercedes-Benz,E-Class,60000,Petrol,890000,2016
Maruti,Swift,45000,Diesel,560000,2022
Maruti,Baleno,43000,Petrol,120000,2011
Ford,Endeavour,62000,Diesel,425000,2016
Tata,Nexon,6507,Petrol,875000,2024
Ford,Aspire,8000,Petrol,590000,2023
Honda,City,51000,Petrol,440000,2017
Maruti,Wagon R,120000,LPG,110000,2014
Maruti,Wagon R,114183,Petrol,350000,2020
Hyundai,Grand,15000,Petrol,650000,2025
Mercedes-Benz,E-Class,49000,Diesel,3975000,2022
Honda,City,75000,Petrol,260000,2014
Hyundai,Grand,50000,Petrol,405000,2020
Toyota,Innova,29250,Diesel,1950000,2024
Mahindra,XUV500,100000,Diesel,1180000,2021
Mahindra,Scorpio,50000,Diesel,970000,2022
Maruti,Swift Dzire,120000,Diesel,165000,2013
Honda,City,55000,Petrol,650000,2021
Hyundai,Elantra,43500,Petrol,1245000,2022
Maruti,Vitara,70000,Diesel,680000,2021
Maruti,Swift,120000,Diesel,500000,2017
Hyundai,i10,70000,Petrol,200000,2017
Maruti,Wagon R,53000,Petrol,275000,2016
Hyundai,Venue,5000,Diesel,890000,2025
Hyundai,Verna,58000,Diesel,360000,2018
Hyundai,i20,15000,Petrol,620000,2024
Hyundai,Grand,55000,Petrol,360000,2020
Datsun,RediGO,10000,Petrol,260000,2024
Maruti,Swift Dzire,46122,Petrol,650000,2022
Maruti,Vitara,74962,Diesel,681000,2021
Maruti,Eeco,40000,Petrol,215000,2020
Toyota,Fortuner,39000,Diesel,3050000,2023
Hyundai,Santro,70000,Petrol,225000,2015
Maruti,Ertiga,60000,Diesel,400000,2018
Ford,Ecosport,23256,Petrol,585000,2021
Maruti,Vitara,84000,Diesel,525000,2021
Renault,Duster,56308,Diesel,440000,2020
Honda,City,46000,Diesel,501000,2019
Maruti,Wagon R,80000,Petrol,85000,2012
Mahindra,Scorpio,90000,Diesel,900000,2021
Maruti,Swift Dzire,120000,Petrol,325000,2022
Maruti,Alto,120000,Petrol,90000,2010
Hyundai,Grand,15000,Petrol,525000,2023
Tata,Tiago,15000,Petrol,600000,2024
Skoda,Rapid,52000,Petrol,425000,2018
Hyundai,i20,39000,Petrol,526000,2020
Honda,Amaze,73100,Diesel,324000,2018
Toyota,Fortuner,39000,Diesel,3040000,2023
Maruti,Ciaz,49000,Diesel,565000,2020
Hyundai,Verna,100000,Diesel,500000,2018
Maruti,Dzire LXI,50000,Petrol,385000,2020
Volkswagen,Polo,66900,Diesel,700000,2022
Hyundai,Creta,46000,Petrol,1095000,2022
Maruti,Swift,40000,Petrol,550000,2023
Hyundai,i10,28400,Petrol,300000,2015
MG,Hector,4800,Petrol,1800000,2025
Volkswagen,Polo,62000,Petrol,310000,2017
Hyundai,Verna,25000,Petrol,780000,2021
Maruti,Swift,45864,Petrol,450000,2020
Renault,Duster,185000,Diesel,310000,2019
Mahindra,Scorpio,60000,Diesel,556000,2016
Mahindra,XUV500,170000,Diesel,825000,2019
Land Rover,Rover,82000,Diesel,2590000,2019
Mahindra,Scorpio,60000,Diesel,465000,2016
Honda,Amaze,13433,Petrol,551000,2021
Hyundai,i20,35000,Diesel,600000,2020
Hyundai,Santro,5000,Petrol,410000,2024
Maruti,Swift,32400,Petrol,575000,2023
Mahindra,Thar,60000,Diesel,700000,2019
Toyota,Innova,50000,Petrol,1495000,2022
Mercedes-Benz,GL-Class,70000,Diesel,4100000,2021
Mahindra,Scorpio,56000,Diesel,1150000,2022
Maruti,Alto,34000,Petrol,251000,2019
Hyundai,Grand,59000,Petrol,425000,2020
Hyundai,Grand,30000,Petrol,600000,2024
Maruti,Ciaz,48767,Diesel,681000,2020
Honda,Jazz,88541,Diesel,500000,2020
Maruti,Swift,57300,Diesel,340000,2018
Hyundai,Creta,66500,Petrol,998000,2021
Hyundai,i20,24000,Petrol,500000,2019
Honda,Amaze,27233,Diesel,445000,2019
Hyundai,Creta,43031,Diesel,1050000,2021
Mahindra,XUV500,25000,Diesel,1400000,2020
Ford,Figo,43434,Diesel,280000,2018
Maruti,Swift Dzire,40000,Diesel,750000,2023
Honda,Jazz,80000,Petrol,250000,2016
Volkswagen,Polo,63000,Petrol,245000,2016
Volkswagen,Polo,90000,Diesel,250000,2018
Tata,Tiago,22000,Diesel,475000,2022
Mahindra,Bolero,80000,Diesel,600000,2022
Mahindra,XUV500,51674,Diesel,570000,2018
Datsun,RediGO,10000,Petrol,245000,2021
Hyundai,i20,35858,Petrol,350000,2018
Maruti,Ciaz,35000,Petrol,1000000,2023
Hyundai,Verna,18329,Diesel,990000,2023
Toyota,Innova,49000,Diesel,2050000,2023
Mahindra,Thar,50000,Diesel,500000,2017
Volkswagen,Vento,50000,Petrol,385000,2016
Maruti,Alto,47000,Petrol,280000,2018
Maruti,Swift,60000,Diesel,465000,2019
Ford,Ecosport,72000,Diesel,650000,2021
Honda,City,69000,Petrol,300000,2014
Audi,Q7,65000,Diesel,1890000,2016
Maruti,Wagon R,100000,Petrol,225000,2017
Maruti,Baleno,1500,Petrol,624000,2025
Hyundai,Aura,4500,Petrol,900000,2025
Audi,A4,23994,Diesel,1275000,2017
Tata,Safari,100000,Diesel,585000,2020
Hyundai,Verna,70355,Diesel,527000,2019
Maruti,Vitara,40000,Diesel,720000,2022
Maruti,Vitara,39000,Diesel,775000,2023
Mahindra,KUV100,17000,Diesel,600000,2024
Honda,Amaze,10000,Petrol,650000,2024
Mahindra,KUV,20000,Petrol,380000,2022
Hyundai,i20,35000,Petrol,600000,2023
Maruti,Alto,52000,Petrol,244000,2019
Maruti,Alto,50080,Petrol,225000,2019
Hyundai,i10,90000,Petrol,130000,2015
Volkswagen,Vento,67000,Diesel,565000,2020
Maruti,Celerio,20000,Petrol,450000,2022
Hyundai,Creta,39000,Petrol,920000,2024
Mahindra,Scorpio,36000,Diesel,1241000,2022
Maruti,Swift,40000,Petrol,630000,2023
Maruti,Baleno,18458,Petrol,610000,2024
Volvo,XC,54694,Diesel,2400000,2020
Maruti,Wagon R,18650,Petrol,299000,2020
Honda,City,23000,Petrol,960000,2024
Honda,WR-V,24000,Petrol,775000,2023
Mahindra,XUV500,40000,Diesel,1321000,2023
Mahindra,XUV500,148736,Diesel,700000,2018
Honda,City,80000,Petrol,680000,2021
Hyundai,Grand,10000,Petrol,451000,2023
Maruti,Vitara,32000,Diesel,925000,2022
Renault,Duster,95000,Diesel,295000,2018
Maruti,Swift Dzire,20000,Petrol,635000,2023
Mahindra,Scorpio,186000,Diesel,400000,2015
Tata,Tigor,50000,Petrol,410000,2023
Audi,A6,3000,Petrol,4600000,2025
BMW,7,70000,Petrol,750000,2013
Maruti,Ciaz,75000,Diesel,625000,2020
Toyota,Fortuner,100000,Diesel,800000,2015
Hyundai,Santro,69000,Petrol,125000,2013
Hyundai,Elantra,90000,Diesel,615000,2018
Mahindra,Scorpio,120000,Diesel,900000,2020
Honda,Amaze,1800,Petrol,720000,2025
Maruti,Swift,15000,Diesel,675000,2023
Skoda,Rapid,35000,Petrol,650000,2020
Toyota,Innova,215000,Diesel,1000000,2018
Maserati,Ghibli,15000,Diesel,6200000,2021
Maruti,Baleno,23200,Petrol,610000,2022
Hyundai,Grand,60000,Diesel,400000,2021
Toyota,Innova,40000,Diesel,850000,2018
Volkswagen,Polo,60000,Petrol,350000,2020
Land Rover,Rover,70000,Diesel,2100000,2017
Mahindra,Scorpio,120000,Diesel,300000,2013
Mahindra,Scorpio,147000,Diesel,500000,2017
Renault,Duster,61251,Diesel,430000,2019
Ford,Figo,60000,Petrol,420000,2021
Skoda,Rapid,120000,Petrol,500000,2017
Maruti,Wagon R,50000,Petrol,400000,2023
Honda,WR-V,21000,Petrol,650000,2022
Toyota,Fortuner,54500,Diesel,2000000,2021
Maruti,Swift,70000,Diesel,170000,2013
Honda,City,50000,Petrol,650000,2020
Maruti,Alto,12955,Petrol,375000,2024
Hyundai,i10,92000,Petrol,190000,2013
Ford,Figo,80000,Diesel,173000,2017
Skoda,Rapid,80000,Diesel,650000,2021
Maruti,Swift,8043,Petrol,675000,2024
Honda,Amaze,35118,Petrol,475000,2021
Tata,Safari,56000,Petrol,675000,2019
Maruti,Celerio,10000,Petrol,480000,2024
Hyundai,Creta,52000,Diesel,1050000,2021
Maruti,Wagon R,16631,Petrol,410000,2023
Hyundai,i20,48000,Petrol,520000,2022
Skoda,Rapid,50000,Petrol,239000,2018
Maruti,Wagon R,58000,Petrol,248000,2018
Tata,Safari,50000,Diesel,800000,2019
Hyundai,i10,47000,Petrol,365000,2021
Honda,Amaze,58900,Petrol,470000,2022
Volvo,XC,80000,Diesel,1200000,2015
Hyundai,Santro,30000,Petrol,550000,2024
Maruti,Wagon R,147626,Petrol,199000,2015
Hyundai,i20,67300,Diesel,368000,2019
Renault,Duster,100000,Diesel,550000,2017
Hyundai,Elantra,65000,Diesel,795000,2020
Maruti,Swift,160000,Diesel,250000,2015
Maruti,Alto,43000,Petrol,170000,2015
Hyundai,i20,44000,Petrol,550000,2022
Maruti,Wagon R,16000,Petrol,400000,2017
Skoda,Rapid,110000,Diesel,550000,2019
Datsun,GO,20000,Petrol,300000,2022
Mercedes-Benz,E-Class,29000,Diesel,3500000,2021
Maruti,Ciaz,63500,Diesel,665000,2022
Maruti,Ertiga,40000,Diesel,650000,2017
Hyundai,Grand,46000,Petrol,455000,2021
Maruti,Swift,70000,Petrol,450000,2019
Hyundai,Verna,68812,Diesel,440000,2017
Hyundai,Santro,5000,Petrol,550000,2024
Maruti,Swift Dzire,110000,Petrol,420000,2018
Renault,Duster,56000,Diesel,450000,2018
Renault,Duster,40000,Diesel,1000000,2022
Maruti,Swift Dzire,120000,Diesel,330000,2018
Ford,Figo,57000,Diesel,275000,2019
Toyota,Fortuner,50000,Petrol,2700000,2022
Mahindra,Bolero,120000,Diesel,255000,2015
BMW,6,25000,Diesel,4490000,2020
Renault,Duster,61000,Diesel,450000,2018
Honda,Amaze,23000,Petrol,651000,2024
Maruti,Ertiga,52000,Diesel,675000,2021
Hyundai,i20,42000,Diesel,549000,2022
Maruti,Swift Dzire,28860,Diesel,520000,2022
Maruti,Wagon R,26000,Petrol,375000,2021
Maruti,Alto,10000,Petrol,225000,2017
Maruti,Swift Dzire,70000,Petrol,315000,2016
Maruti,Swift Dzire,20000,Diesel,650000,2023
Maruti,Baleno,63000,Diesel,510000,2020
Maruti,Swift,90145,Diesel,350000,2018
BMW,X1,50000,Diesel,1200000,2017
Honda,City,5000,Petrol,900000,2021
Tata,Nexon,60000,Petrol,700000,2023
Maruti,Baleno,25000,Petrol,590000,2022
Toyota,Innova,31999,Diesel,1825000,2024
Honda,City,59915,Petrol,295000,2014
Mahindra,XUV500,31000,Diesel,1450000,2024
Mercedes-Benz,GL-Class,51000,Diesel,3495000,2019
Hyundai,i20,50000,Petrol,584000,2023
Hyundai,i20,50000,Petrol,620000,2023
Maruti,Swift Dzire,120000,Petrol,350000,2020
Hyundai,Grand,32000,Diesel,365000,2018
Maruti,Ertiga,30000,Petrol,635000,2021
Toyota,Innova,54800,Diesel,851000,2019
Maruti,Swift,13000,Petrol,450000,2018
Ford,Ecosport,60000,Diesel,460000,2019
Honda,City,41000,Petrol,800000,2023
BMW,5,85000,Diesel,999000,2016
Hyundai,i20,55000,Diesel,540000,2021
Maruti,Swift Dzire,80000,Diesel,480000,2020
Maruti,Swift Dzire,60000,Diesel,450000,2019
Mahindra,Scorpio,46000,Diesel,1065000,2021
Renault,Duster,77000,Diesel,730000,2023
Toyota,Innova,60200,Diesel,820000,2020
Mercedes-Benz,C-Class,60000,Petrol,900000,2016
Renault,KWID,30000,Petrol,300000,2022
Ford,Ecosport,98813,Diesel,350000,2018
Maruti,Alto,120000,Petrol,198000,2021
BMW,3,15000,Diesel,2350000,2022
Maruti,Swift Dzire,80000,Diesel,401000,2018
Ford,Ecosport,27000,Petrol,630000,2021
Hyundai,Verna,4000,Petrol,1250000,2024
Hyundai,i20,60000,Diesel,400000,2019
Maruti,Swift,45000,Diesel,450000,2020
Volkswagen,Vento,95000,Diesel,435000,2019
Maruti,Swift,30000,Petrol,450000,2020
Maruti,Vitara,79000,Diesel,825000,2022
Hyundai,Grand,50283,Petrol,404000,2020
Honda,City,80000,Petrol,300000,2015
Hyundai,i20,110000,Petrol,450000,2019
Toyota,Innova,200000,Diesel,500000,2012
Honda,Jazz,65000,Diesel,450000,2020
Datsun,GO,21500,Petrol,430000,2023
Hyundai,i20,52000,Petrol,260000,2016
Maruti,Alto,50000,Petrol,235000,2021
Maruti,Baleno,20000,Petrol,580000,2023
Volkswagen,Vento,60000,Diesel,640000,2021
Renault,KWID,20000,Petrol,367000,2023
Datsun,GO,24000,Petrol,425000,2022
Maruti,Swift Dzire,60000,Diesel,740000,2023
Tata,Tiago,80000,Diesel,400000,2022
Maruti,Swift Dzire,45000,Diesel,390000,2018
Tata,Tiago,15000,Petrol,570000,2024
Hyundai,Santro,4540,Petrol,580000,2024
Tata,Safari,50000,Diesel,625000,2020
Hyundai,Grand,41000,Petrol,520000,2023
Maruti,Swift Dzire,50900,Diesel,450000,2019
Maruti,Swift,55000,Petrol,450000,2022
Maruti,Swift,75727,Petrol,425000,2019
Maruti,Baleno,20000,Petrol,680000,2023
Hyundai,i20,20000,Petrol,625000,2024
Audi,A4,29000,Diesel,1250000,2018
Maruti,Swift,62000,Diesel,349000,2017
Maruti,Alto,70000,Petrol,220000,2018
Honda,City,49000,Petrol,360000,2015
Mahindra,Scorpio,137000,Diesel,480000,2016
Toyota,Fortuner,96000,Diesel,1475000,2020
Maruti,Baleno,5808,Petrol,750000,2024
Maruti,Baleno,8245,Petrol,690000,2022
Honda,Jazz,73000,Diesel,720000,2021
Ford,Ecosport,69997,Diesel,530000,2020
Maruti,Vitara,35000,Diesel,940000,2024
Hyundai,Santro,10000,Petrol,500000,2024
Maruti,Eeco,13000,Petrol,340000,2024
Maruti,Vitara,20000,Diesel,775000,2022
Maruti,Swift,68251,Diesel,410000,2020
Hyundai,Creta,36000,Petrol,1125000,2022
Toyota,Innova,60000,Diesel,600000,2016
Mahindra,Scorpio,60000,Diesel,1050000,2020
Toyota,Fortuner,112000,Diesel,1650000,2020
Maruti,Wagon R,60000,Petrol,375000,2023
Honda,Amaze,28000,Petrol,500000,2022
Maruti,Swift,42000,Diesel,485000,2021
Maruti,Swift,90000,Diesel,420000,2020
Hyundai,i20,35000,Petrol,600000,2022
Honda,City,50000,Petrol,300000,2016
Volkswagen,Polo,100000,Diesel,630000,2021
Toyota,Camry,80000,Petrol,1995000,2021
Tata,Safari,120000,Diesel,600000,2018
Mahindra,XUV500,63000,Diesel,580000,2018
Toyota,Fortuner,65000,Diesel,1300000,2018
Maruti,Alto,24943,Petrol,235000,2017
Mahindra,Scorpio,48976,Diesel,1011000,2023
Maruti,Wagon R,110000,Petrol,125000,2013
Maruti,Wagon R,25000,Petrol,400000,2023
Mahindra,Scorpio,110000,Diesel,600000,2017
Mahindra,XUV500,55000,Diesel,925000,2020
Toyota,Innova,136226,Diesel,1425000,2022
Mahindra,Thar,49000,Diesel,475000,2018
Toyota,Innova,250000,Diesel,600000,2014
Maruti,Vitara,24000,Diesel,785000,2022
Hyundai,i20,7500,Petrol,660000,2022
